Region;cartodb_id;Okrug;Year;VVP;Glubina_voronki;Dolya_innovatsionno_aktivnykh_organizatsiy;Dolya_innovatsionnykh_produktov;Dokhody_regionalnogo_byudzheta;Raskhody_regionalnogo_byudzheta;Investitsii_v_osnovnoy_kapital;Saldirovanniy_finansoviy_rezultat_deyatelnosti_predpriyatiy;Saldo_regionalnogo_byudzheta;Year_etalon
Донецкая Народная Республика;400;Южный федеральный округ;2020;0;0;0;0;0;0;0;0;0;0
Донецкая Народная Республика;400;Южный федеральный округ;2021;0;0;0;0;0;0;0;0;0;0
Донецкая Народная Республика;400;Южный федеральный округ;2022;0;0;0;0;0;0;0;0;0;0
Донецкая Народная Республика;400;Южный федеральный округ;2023;0;0;0;0;0;0;0;0;0;0
Еврейская автономная область;80;Дальневосточный федеральный округ;2005;773192;2;39;0;33414;3342;29725;63;30072;2003
Еврейская автономная область;80;Дальневосточный федеральный округ;2006;966011;2;48;1;46464;44634;32561;191;1830;2004
Еврейская автономная область;80;Дальневосточный федеральный округ;2007;1278414;2;48;1;63729;63057;46019;317;672;2005
Еврейская автономная область;80;Дальневосточный федеральный округ;2008;129274;3;46;3;75633;76833;56212;53;-1200;2005
Еврейская автономная область;80;Дальневосточный федеральный округ;2009;1368342;3;62;37;8655;8396;53041;-65;259;2006
Еврейская автономная область;80;Дальневосточный федеральный округ;2010;1783806;3;105;1;94995;92019;106334;-172;2976;2007
Еврейская автономная область;80;Дальневосточный федеральный округ;2011;2250655;3;5;0;83964;9263;145016;-306;74701;2008
Еврейская автономная область;80;Дальневосточный федеральный округ;2012;2463013;4;9;0;97604;97509;143747;-94;95;2008
Еврейская автономная область;80;Дальневосточный федеральный округ;2013;2240427;5;63;0;139866;144214;83526;-1121;-4348;2008
Еврейская автономная область;80;Дальневосточный федеральный округ;2014;2476669;6;63;6;113872;133813;60742;-6907;-19941;2008
Еврейская автономная область;80;Дальневосточный федеральный округ;2015;2664058;5;53;11;103208;117659;71826;-5936;-14451;2010
Еврейская автономная область;80;Дальневосточный федеральный округ;2016;2785906;6;65;5;113522;120902;78280;1891;-7380;2010
Еврейская автономная область;80;Дальневосточный федеральный округ;2017;3233769;6;75;2;10624;113862;67694;64;-103238;2011
Еврейская автономная область;80;Дальневосточный федеральный округ;2018;3467158;6;72;18;116777;12208;104502;-3598;104569;2012
Еврейская автономная область;80;Дальневосточный федеральный округ;2019;3572873;7;43;15;149997;151101;99841;1791;-1104;2012
Еврейская автономная область;80;Дальневосточный федеральный округ;2020;4013739;6;55;1;210324;203817;100458;-934;6507;2014
Еврейская автономная область;80;Дальневосточный федеральный округ;2021;5072122;4;45;3;243153;21832;108448;10323;221321;2017
Еврейская автономная область;80;Дальневосточный федеральный округ;2022;640959;3;4;2;235869;246337;135446;5746;-10468;2019
Еврейская автономная область;80;Дальневосточный федеральный округ;2023;809974;0;12;0;57984;94848;102332;132;-36864;2023
Забайкальский край;9;Дальневосточный федеральный округ;2005;61741;3;59;15;164858;0;15427;872;164858;2002
Забайкальский край;9;Дальневосточный федеральный округ;2006;806385;3;85;8;21786;0;19927;1569;21786;2003
Забайкальский край;9;Дальневосточный федеральный округ;2007;989029;3;6;0;248336;0;28609;2526;248336;2004
Забайкальский край;9;Дальневосточный федеральный округ;2008;1254958;3;55;16;330855;0;42438;57;330855;2005
Забайкальский край;9;Дальневосточный федеральный округ;2009;1328394;4;44;11;408069;405091;35626;374;2978;2005
Забайкальский край;9;Дальневосточный федеральный округ;2010;1505489;4;67;8;437399;439163;40472;3919;-1764;2006
Забайкальский край;9;Дальневосточный федеральный округ;2011;1848691;4;4;194;463585;489429;46842;3331;-25844;2007
